#,Product ID,Medicine Name,Pack Size,Category,Company,Price (Rs.),Stock Status,Notes
721,009066,SWISSMETHER 60ML SUSP,60ML,Suspensions,SWISS PHARMACUTICALS (09),480,In Stock,
722,009064,SWISSMETHER 80/480MG TAB,4S,Tablets,SWISS PHARMACUTICALS (09),120,In Stock,
723,009068,SWISSMETHER INJ,6AMP,Injections,SWISS PHARMACUTICALS (09),350,In Stock,
724,009032,VITAGLOBIN PLUS SYP,250ML,Syrups,SWISS PHARMACUTICALS (09),290,In Stock,
725,009033,VITAGLOBIN SYP,250ML,Syrups,SWISS PHARMACUTICALS (09),160,In Stock,
726,009034,VITAGLOBIN TAB,30S,Tablets,SWISS PHARMACUTICALS (09),420,In Stock,
727,009057,VONZ 10MG TAB,30S,Tablets,SWISS PHARMACUTICALS (09),60,In Stock,
728,009058,VONZ 20MG TAB,30S,Tablets,SWISS PHARMACUTICALS (09),240,In Stock,
729,009052,ZOLTRIX 100MG TAB,20S,Tablets,SWISS PHARMACUTICALS (09),410,In Stock,
730,009048,ZOLTRIX 50MG TAB,30S,Tablets,SWISS PHARMACUTICALS (09),290,In Stock,
731,010033,AKWIN ACNE CREAM,30 GM,Topicals / Creams & Gels,GREEN CRUST (NUTRIC),370,In Stock,
732,010039,ASPIRE SHAMPOO,1,Shampoos,GREEN CRUST (NUTRIC),600,In Stock,
733,010019,BACTONIS 1GM IV INJ,1VAIL,Injections,GREEN CRUST (NUTRIC),400,In Stock,
734,010036,BL-FOLATE TAB 800 MCG,30,Tablets,GREEN CRUST (NUTRIC),90,In Stock,
735,010016,CBT-500 CAP,20S,Capsules,GREEN CRUST (NUTRIC),450,In Stock,
736,010017,CBT-500 SYP,120ML,Syrups,GREEN CRUST (NUTRIC),540,In Stock,
737,010053,CLOPECIT 50MG TAB,10`S,Tablets,GREEN CRUST (NUTRIC),450,In Stock,
738,010031,COATING SUN BLOCK,60 MG,Other / General,GREEN CRUST (NUTRIC),230,In Stock,
739,010052,COFREX 120ML SYP,120ML,Syrups,GREEN CRUST (NUTRIC),160,In Stock,
740,010042,COMINE 500 MG TAB,30,Tablets,GREEN CRUST (NUTRIC),240,In Stock,
741,010055,DEEP-C TAB,10`S,Tablets,GREEN CRUST (NUTRIC),430,In Stock,
742,010020,DEPRAZEE 10MG TAB,14S,Tablets,GREEN CRUST (NUTRIC),120,In Stock,
743,010021,DEPRAZEE 20MG TAB,14S,Tablets,GREEN CRUST (NUTRIC),410,In Stock,
744,010066,DICLOFAZ SR TAB,30`S,Tablets,GREEN CRUST (NUTRIC),70,In Stock,
745,010061,E-CAL D SYP,120ML,Syrups,GREEN CRUST (NUTRIC),320,In Stock,
746,010058,EBATIN 10MG TAB,10`S,Tablets,GREEN CRUST (NUTRIC),390,In Stock,
747,010018,ENZICAR-Q CAP,20S,Capsules,GREEN CRUST (NUTRIC),350,In Stock,
748,010022,EVOSULP 25MG TAB,20S,Tablets,GREEN CRUST (NUTRIC),280,In Stock,
749,010013,FIBEY SACHET,10S,Sachets & Powders,GREEN CRUST (NUTRIC),100,In Stock,
750,010011,FIBEY SYP,120ML,Syrups,GREEN CRUST (NUTRIC),420,In Stock,
751,010051,FOLFIT - Z,,Other / General,GREEN CRUST (NUTRIC),290,In Stock,
752,010044,FOLIBION ORAL DROPS,15ML,Drops,GREEN CRUST (NUTRIC),80,In Stock,
753,010043,G-BILOBA SYP,120ML,Syrups,GREEN CRUST (NUTRIC),360,In Stock,
754,010064,H2-FOZ 40MG TAB,10`S,Tablets,GREEN CRUST (NUTRIC),360,In Stock,
755,010038,H2-FOZ SYP,1,Syrups,GREEN CRUST (NUTRIC),160,In Stock,
756,010032,ICON WHITENING CREAM,30 GM,Topicals / Creams & Gels,GREEN CRUST (NUTRIC),390,In Stock,
757,010047,INTICAL SYP,120ML,Syrups,GREEN CRUST (NUTRIC),330,In Stock,
758,010050,INTICAL TAB,20`S,Tablets,GREEN CRUST (NUTRIC),450,In Stock,
759,010060,INTICAL-D TAB,30`S,Tablets,GREEN CRUST (NUTRIC),340,In Stock,
760,010030,IROFEM SYP,,Syrups,GREEN CRUST (NUTRIC),550,In Stock,
761,010023,IROSONE 4MG TAB,10S,Tablets,GREEN CRUST (NUTRIC),140,In Stock,
762,010006,IVY CYTE SYP,120ML,Syrups,GREEN CRUST (NUTRIC),370,In Stock,
763,010007,KD-SAGE CAP,1S,Capsules,GREEN CRUST (NUTRIC),190,In Stock,
764,010037,KUFMED SYP 120 ML,1,Syrups,GREEN CRUST (NUTRIC),560,In Stock,
765,010062,L-PRIDE 25MG TAB,20`S,Tablets,GREEN CRUST (NUTRIC),380,In Stock,
766,010063,L-PRIDE 50MG TAB,20`S,Tablets,GREEN CRUST (NUTRIC),220,In Stock,
767,010010,LIPOSAGE SACHET,10S,Sachets & Powders,GREEN CRUST (NUTRIC),400,In Stock,
768,010069,LIVAIR SACHET,14`S,Sachets & Powders,GREEN CRUST (NUTRIC),360,In Stock,
769,010028,LOXITAN 15MG TAB,10S,Tablets,GREEN CRUST (NUTRIC),340,In Stock,
770,010027,LOXITAN 7.5MG TAB,10S,Tablets,GREEN CRUST (NUTRIC),320,In Stock,
771,010068,NEW-XIME 30ML SYP,30ML,Syrups,GREEN CRUST (NUTRIC),560,In Stock,
772,010071,NEW-ZONE 1GM INJ,1GM,Injections,GREEN CRUST (NUTRIC),490,In Stock,
773,010015,NUTRASEN SUPPLEMENT,200GM,Suppositories,GREEN CRUST (NUTRIC),200,In Stock,
774,010035,ORIGRO FOOD SUPLEMNT,,Other / General,GREEN CRUST (NUTRIC),230,In Stock,
775,010072,OVASAGE SACHET,10S,Sachets & Powders,GREEN CRUST (NUTRIC),110,In Stock,
776,010059,OXICAL TAB,10`S,Tablets,GREEN CRUST (NUTRIC),220,In Stock,
777,010056,PEDI-PRO ORS,450ML,Other / General,GREEN CRUST (NUTRIC),360,In Stock,
778,010008,PENTACID SYP,120ML,Syrups,GREEN CRUST (NUTRIC),250,In Stock,
779,010024,PIPTAZ 2.25GM IV INJ,1VAIL,Injections,GREEN CRUST (NUTRIC),740,In Stock,
780,010025,PIPTAZ 4.5GM IV INJ,1VAIL,Injections,GREEN CRUST (NUTRIC),630,In Stock,
781,010065,POFEN 75MG TAB,20`S,Tablets,GREEN CRUST (NUTRIC),260,In Stock,
782,010009,PRGSAGE CAP,30S,Capsules,GREEN CRUST (NUTRIC),90,In Stock,
783,010048,PRIDEMED 25MG TAB,,Tablets,GREEN CRUST (NUTRIC),360,In Stock,
784,010049,PRUNEMED 120ML SYP,120ML,Syrups,GREEN CRUST (NUTRIC),300,In Stock,
785,010034,Q-LINE SYP,1s,Syrups,GREEN CRUST (NUTRIC),210,In Stock,
786,010067,RAZIM 120ML SYP,120ML,Syrups,GREEN CRUST (NUTRIC),410,In Stock,
787,010012,SAGEVIT SYP,120ML,Syrups,GREEN CRUST (NUTRIC),230,In Stock,
788,010026,SETINEVE 20MG CAP,10S,Capsules,GREEN CRUST (NUTRIC),300,In Stock,
789,010040,TRUMENOL SYP,1,Syrups,GREEN CRUST (NUTRIC),260,In Stock,
790,010057,TYCHOLINE SYP,120ML,Syrups,GREEN CRUST (NUTRIC),310,In Stock,
791,010054,UTIMAX SACHETS,10`S,Sachets & Powders,GREEN CRUST (NUTRIC),230,In Stock,
792,010001,V-LAC 1 (0-6),200GM,Other / General,GREEN CRUST (NUTRIC),250,In Stock,
793,010002,V-LAC 2 (6-12),200GM,Other / General,GREEN CRUST (NUTRIC),430,In Stock,
794,010003,V-LAC AR (0-12),200GM,Other / General,GREEN CRUST (NUTRIC),80,In Stock,
795,010005,V-LAC LF,200GM,Other / General,GREEN CRUST (NUTRIC),410,In Stock,
796,010004,V-LAC PRE,200GM,Other / General,GREEN CRUST (NUTRIC),200,In Stock,
797,010070,VASOCARE 120ML SYP,120ML,Syrups,GREEN CRUST (NUTRIC),150,In Stock,
798,010041,VG-SPAN 400MG CAP,10`S,Capsules,GREEN CRUST (NUTRIC),230,In Stock,
799,010045,VIVIN PLUS SYP,120ML,Syrups,GREEN CRUST (NUTRIC),560,In Stock,
800,010046,VIVIN PLUS TAB,20,Tablets,GREEN CRUST (NUTRIC),310,In Stock,
801,010014,XEX-10 TAB,20S,Tablets,GREEN CRUST (NUTRIC),360,In Stock,
802,010029,ZENIKA 300MG CAP,14S,Capsules,GREEN CRUST (NUTRIC),430,In Stock,
803,011003,A-CION GEL,30GM,Topicals / Creams & Gels,AMGIN PHARMACUTICALS,600,In Stock,
804,011040,AL-CARE 60ML SYP,60ML,Syrups,AMGIN PHARMACUTICALS,250,In Stock,
805,011004,AXAPRAM 10MG TAB,14S,Tablets,AMGIN PHARMACUTICALS,350,In Stock,
806,011001,AZICOB 15ML SUSP,15ML,Suspensions,AMGIN PHARMACUTICALS,410,In Stock,
807,011005,AZICOB 250MG TAB,6S,Tablets,AMGIN PHARMACUTICALS,330,In Stock,
808,011002,AZICOB 500MG TAB,6S,Tablets,AMGIN PHARMACUTICALS,60,In Stock,
809,011029,C B PLUS,10s,Other / General,AMGIN PHARMACUTICALS,130,In Stock,
810,011006,CETA-T TAB,20S,Tablets,AMGIN PHARMACUTICALS,230,In Stock,
811,011038,CIPONA 250MG TAB,10`S,Tablets,AMGIN PHARMACUTICALS,190,In Stock,
812,011039,CIPONA 500MG TAB,10S,Tablets,AMGIN PHARMACUTICALS,300,In Stock,
813,011028,CITAMAX SYP,120ML,Syrups,AMGIN PHARMACUTICALS,540,In Stock,
814,011045,DALRON 25ML SYP,25ML,Syrups,AMGIN PHARMACUTICALS,250,In Stock,
815,011007,DALRON 50ML SYP,50ML,Syrups,AMGIN PHARMACUTICALS,290,In Stock,
816,011034,DALRON 8MG TAB,10S,Tablets,AMGIN PHARMACUTICALS,420,In Stock,
817,011048,DIA-ARTEM 20/120MG TAB,16S,Tablets,AMGIN PHARMACUTICALS,280,In Stock,
818,011050,DIA-ARTEM 60ML SUS,60ML,Other / General,AMGIN PHARMACUTICALS,380,In Stock,
819,011049,DIA-ARTEM DS 40/240MG TAB,8S,Tablets,AMGIN PHARMACUTICALS,400,In Stock,
820,011051,DOMPRO 10MG TAB,50S,Tablets,AMGIN PHARMACUTICALS,380,In Stock,
821,011053,DOMPRO 120ML SUS,120ML,Other / General,AMGIN PHARMACUTICALS,300,In Stock,
822,011052,DOMPRO 60ML SUS,60ML,Other / General,AMGIN PHARMACUTICALS,350,In Stock,
823,011027,DR.SUN CAP,1s,Capsules,AMGIN PHARMACUTICALS,430,In Stock,
824,011008,ENF-D INJ,1ML,Injections,AMGIN PHARMACUTICALS,570,In Stock,
825,011062,ESCLIZOL 20MG CAP,14S,Capsules,AMGIN PHARMACUTICALS,300,In Stock,
826,011061,ESCLIZOLE 40MG CAP,14S,Capsules,AMGIN PHARMACUTICALS,370,In Stock,
827,011011,FEBUSAVE 40MG TAB,20S,Tablets,AMGIN PHARMACUTICALS,220,In Stock,
828,011014,GABISAVE 75MG CAP,14S,Capsules,AMGIN PHARMACUTICALS,270,In Stock,
829,011033,GAP-25MG TAB,20S,Tablets,AMGIN PHARMACUTICALS,210,In Stock,
830,011032,GAP-50MG TAB,20S,Tablets,AMGIN PHARMACUTICALS,190,In Stock,
831,011012,GENCAL PLUS 120ML SYP,120ML,Syrups,AMGIN PHARMACUTICALS,170,In Stock,
832,011013,GENCAL PLUS TAB,20S,Tablets,AMGIN PHARMACUTICALS,170,In Stock,
833,011058,GLOW FACE WASH,120ML,Topicals / Creams & Gels,AMGIN PHARMACUTICALS,320,In Stock,
834,011060,GROW PLUS HAIR SERUM,50ML,Topicals / Creams & Gels,AMGIN PHARMACUTICALS,190,In Stock,
835,011009,HOMEGA 120ML SYP,120ML,Syrups,AMGIN PHARMACUTICALS,570,In Stock,
836,011010,HYSOMED 120ML SYP,120ML,Syrups,AMGIN PHARMACUTICALS,440,In Stock,
837,011055,JERRY 120ML SYP,120ML,Syrups,AMGIN PHARMACUTICALS,580,In Stock,
838,011065,LAXONIP 120ML SYP,120ML,Syrups,AMGIN PHARMACUTICALS,540,In Stock,
839,011035,LIVIT SUPPLEMENT MILK,1S,Suppositories,AMGIN PHARMACUTICALS,150,In Stock,
840,011030,NICOX 100MG TAB,20s,Tablets,AMGIN PHARMACUTICALS,170,In Stock,
841,011041,OBFYLIN 120ML SYP,120ML,Syrups,AMGIN PHARMACUTICALS,230,In Stock,
842,011017,OBKAST 10MG TAB,14S,Tablets,AMGIN PHARMACUTICALS,350,In Stock,
843,011015,OBPAN 30ML SUSP,30ML,Suspensions,AMGIN PHARMACUTICALS,270,In Stock,
844,011047,OBPAN 400MG CAP,.,Capsules,AMGIN PHARMACUTICALS,450,In Stock,
845,011054,OBSAL 1GM INJ,1S,Injections,AMGIN PHARMACUTICALS,510,In Stock,
846,011016,OBSAL 2GM INJ,VAIL,Injections,AMGIN PHARMACUTICALS,270,In Stock,
847,011063,OBSTINE 10MG TAB,10S,Tablets,AMGIN PHARMACUTICALS,170,In Stock,
848,011036,OBVOX 600MG TAB,12S,Tablets,AMGIN PHARMACUTICALS,230,In Stock,
849,011037,OBVOX 60ML SUSP,60ML,Suspensions,AMGIN PHARMACUTICALS,240,In Stock,
850,011046,OCCUNET 400MG TAB,5S,Tablets,AMGIN PHARMACUTICALS,280,In Stock,
851,011026,OSIFOLE TAB,20s,Tablets,AMGIN PHARMACUTICALS,160,In Stock,
852,011031,PHLOROMET 80/80MG TAB,30S,Tablets,AMGIN PHARMACUTICALS,240,In Stock,
853,011057,RACNE ACNE FACE WASH,120ML,Topicals / Creams & Gels,AMGIN PHARMACUTICALS,120,In Stock,
854,011056,RACNE ACNE SERUM,30ML,Topicals / Creams & Gels,AMGIN PHARMACUTICALS,570,In Stock,
855,011064,RIS-D DROP,15ML,Drops,AMGIN PHARMACUTICALS,250,In Stock,
856,011067,RST TAB,10S,Tablets,AMGIN PHARMACUTICALS,130,In Stock,
857,011018,SENKOF 120ML SYP,120ML,Syrups,AMGIN PHARMACUTICALS,270,In Stock,
858,011019,SHAFER 120ML SYP,120ML,Syrups,AMGIN PHARMACUTICALS,120,In Stock,
859,011020,SIDOCAM 20MG TAB,20S,Tablets,AMGIN PHARMACUTICALS,80,In Stock,
860,011044,SIDOFENAC-K 50MG TAB,20`S,Tablets,AMGIN PHARMACUTICALS,400,In Stock,
861,011059,SOLUTION 1 SHAMPOO,200ML,Shampoos,AMGIN PHARMACUTICALS,330,In Stock,
862,011023,SUPPLE 1GM INJ,VAIL,Injections,AMGIN PHARMACUTICALS,310,In Stock,
863,011021,SUPPLE 250MG INJ,VIAL,Injections,AMGIN PHARMACUTICALS,770,In Stock,
864,011022,SUPPLE 500MG INJ,VAIL,Injections,AMGIN PHARMACUTICALS,280,In Stock,
865,011024,THIOCOL 4MG CAP,20S,Capsules,AMGIN PHARMACUTICALS,80,In Stock,
866,011025,TRANSDIN 2MG TAB,10S,Tablets,AMGIN PHARMACUTICALS,410,In Stock,
867,011066,V-CON CAP,1S,Capsules,AMGIN PHARMACUTICALS,260,In Stock,
868,011043,VLS 10/160MG TAB,14S,Tablets,AMGIN PHARMACUTICALS,350,In Stock,
869,011042,VLS 5/80MG TAB,14S,Tablets,AMGIN PHARMACUTICALS,350,In Stock,
870,012001,ACIPRAZ 20MG CAP,14`S,Capsules,TRIAFA PHARMACEUTICAL,360,In Stock,
871,012002,ACIPRAZ 40MG CAP,14`S,Capsules,TRIAFA PHARMACEUTICAL,290,In Stock,
872,012055,ALWIN 120ML SYP,120ML,Syrups,TRIAFA PHARMACEUTICAL,210,In Stock,
873,012097,ALWIN TAB 20S,20S,Tablets,TRIAFA PHARMACEUTICAL,80,In Stock,
874,012082,AMVART 5/80MG TAB,14`S,Tablets,TRIAFA PHARMACEUTICAL,210,In Stock,
875,012028,AMVART DS 5/160 TAB,14`S,Tablets,TRIAFA PHARMACEUTICAL,350,In Stock,
876,012040,APETEX SYP,120ML,Syrups,TRIAFA PHARMACEUTICAL,170,In Stock,
877,012104,APTRA 120ML SYP,120ML,Syrups,TRIAFA PHARMACEUTICAL,140,In Stock,
878,012022,AQPINE 1GM INJ,1VAIL,Injections,TRIAFA PHARMACEUTICAL,660,In Stock,
879,012023,AQPINE 500MG INJ,1VAIL,Injections,TRIAFA PHARMACEUTICAL,770,In Stock,
880,012029,ARLUMED DS 40/240MG TAB,8S,Tablets,TRIAFA PHARMACEUTICAL,90,In Stock,
881,012075,ARLUMED DS 80/480MG TAB,6S,Tablets,TRIAFA PHARMACEUTICAL,410,In Stock,
882,012060,AZ-LAC 120ML SYP,120ML,Syrups,TRIAFA PHARMACEUTICAL,500,In Stock,
883,012098,BACLOSYN 10MG TAB,30S,Tablets,TRIAFA PHARMACEUTICAL,80,In Stock,
884,012102,BACWIN 1GM INJ,1VAIL,Injections,TRIAFA PHARMACEUTICAL,340,In Stock,
885,012103,BACWIN 2GM INJ,1VAIL,Injections,TRIAFA PHARMACEUTICAL,340,In Stock,
886,012009,BANXIN 250MG TAB,10`S,Tablets,TRIAFA PHARMACEUTICAL,410,In Stock,
887,012010,BANXIN 500MG TAB,10`S,Tablets,TRIAFA PHARMACEUTICAL,240,In Stock,
888,012015,BIORIDE 25MG TAB,20`S,Tablets,TRIAFA PHARMACEUTICAL,100,In Stock,
889,012016,BIORIDE 50MG TAB,20`S,Tablets,TRIAFA PHARMACEUTICAL,200,In Stock,
890,012101,BONKA SACHET,10S,Sachets & Powders,TRIAFA PHARMACEUTICAL,130,In Stock,
891,012021,BONTEL SACHET,10`S,Sachets & Powders,TRIAFA PHARMACEUTICAL,320,In Stock,
892,012033,BRONOCARE 120ML SYP,120ML,Syrups,TRIAFA PHARMACEUTICAL,480,In Stock,
893,012058,CALIK 120ML SUSP,120ML,Suspensions,TRIAFA PHARMACEUTICAL,480,In Stock,
894,012044,CALIK TAB,30`S,Tablets,TRIAFA PHARMACEUTICAL,440,In Stock,
895,012057,CARABALAMINE INJ,10S,Injections,TRIAFA PHARMACEUTICAL,430,In Stock,
896,012068,CEZOTUM 1GM INJ,1VAIL,Injections,TRIAFA PHARMACEUTICAL,630,In Stock,
897,012005,CEZOTUM 2GM INJ,1VAIL,Injections,TRIAFA PHARMACEUTICAL,720,In Stock,
898,012026,CILOKAT INJ,1VAIL,Injections,TRIAFA PHARMACEUTICAL,710,In Stock,
899,012043,CORTIZYME TAB,30S,Tablets,TRIAFA PHARMACEUTICAL,240,In Stock,
900,012052,CYMEX DROP,10ML,Drops,TRIAFA PHARMACEUTICAL,350,In Stock,
901,012049,DRONCEF 1GM INJ,1VAIL,Injections,TRIAFA PHARMACEUTICAL,690,In Stock,
902,012047,DRONCEF 250MG IM INJ,1VAIL,Injections,TRIAFA PHARMACEUTICAL,540,In Stock,
903,012045,DRONCEF 250MG IV INJ,1VAIL,Injections,TRIAFA PHARMACEUTICAL,220,In Stock,
904,012054,DRONCEF 2GM INJ,1VAIL,Injections,TRIAFA PHARMACEUTICAL,270,In Stock,
905,012048,DRONCEF 500MG IM INJ,1VAIL,Injections,TRIAFA PHARMACEUTICAL,410,In Stock,
906,012046,DRONCEF 500MG IV INJ,1VAIL,Injections,TRIAFA PHARMACEUTICAL,420,In Stock,
907,012056,ESTER TAB,30`S,Tablets,TRIAFA PHARMACEUTICAL,210,In Stock,
908,012096,FERLIT-F SYP,120ML,Syrups,TRIAFA PHARMACEUTICAL,520,In Stock,
909,012099,FERLIT-F TAB,30S,Tablets,TRIAFA PHARMACEUTICAL,100,In Stock,
910,012020,FEWNAZ 100MG CAP,4S,Capsules,TRIAFA PHARMACEUTICAL,180,In Stock,
911,012110,FLUSYNTH 150MG CAP,1S,Capsules,TRIAFA PHARMACEUTICAL,230,In Stock,
912,012066,FOLACT TAB,30`S,Tablets,TRIAFA PHARMACEUTICAL,160,In Stock,
913,012079,GABAPEX 100MG CAP,14`S,Capsules,TRIAFA PHARMACEUTICAL,430,In Stock,
914,012077,GABAPEX 50MG CAP,14`S,Capsules,TRIAFA PHARMACEUTICAL,120,In Stock,
915,012078,GABAPEX 75MG CAP,14`S,Capsules,TRIAFA PHARMACEUTICAL,180,In Stock,
916,012007,GINKOLINE SYP,120ML,Syrups,TRIAFA PHARMACEUTICAL,100,In Stock,
917,012053,GLAYFER 120ML SYP,120ML,Syrups,TRIAFA PHARMACEUTICAL,360,In Stock,
918,012093,GLAYFER PLUS SYP,120ML,Syrups,TRIAFA PHARMACEUTICAL,380,In Stock,
919,012042,GLAYFER TAB,30`S,Tablets,TRIAFA PHARMACEUTICAL,430,In Stock,
920,012014,GLAYFIT SYP,120ML,Syrups,TRIAFA PHARMACEUTICAL,400,In Stock,
921,012067,GLAYFIT TAB,30`S,Tablets,TRIAFA PHARMACEUTICAL,230,In Stock,
922,012105,GLONA SACHET,10S,Sachets & Powders,TRIAFA PHARMACEUTICAL,80,In Stock,
923,012100,HEPALINK 120 SYP,120ML,Syrups,TRIAFA PHARMACEUTICAL,240,In Stock,
924,012083,HICOX 400MG,,Other / General,TRIAFA PHARMACEUTICAL,260,In Stock,
925,012034,JELOCID 120ML SYP,120ML,Syrups,TRIAFA PHARMACEUTICAL,550,In Stock,
926,012073,JELOCID 240ML SYP,240ML,Syrups,TRIAFA PHARMACEUTICAL,280,In Stock,
927,012019,JIONTEK TAB,30`S,Tablets,TRIAFA PHARMACEUTICAL,340,In Stock,
928,012038,LEXUS 250MG TAB,10`S,Tablets,TRIAFA PHARMACEUTICAL,90,In Stock,
929,012039,LEXUS 500MG TAB,10`S,Tablets,TRIAFA PHARMACEUTICAL,190,In Stock,
930,012088,MAKZO 20MG CAP,14S,Capsules,TRIAFA PHARMACEUTICAL,240,In Stock,
931,012089,MAKZO 40MG CAP,14S,Capsules,TRIAFA PHARMACEUTICAL,480,In Stock,
932,012018,MECARE FORT,30`S,Other / General,TRIAFA PHARMACEUTICAL,450,In Stock,
933,012011,MERAZ 20MG CAP,14`S,Capsules,TRIAFA PHARMACEUTICAL,500,In Stock,
934,012012,MERAZ 40MG CAP,14`S,Capsules,TRIAFA PHARMACEUTICAL,200,In Stock,
935,012091,MERAZ INJ,1S,Injections,TRIAFA PHARMACEUTICAL,690,In Stock,
936,012086,NATRIUM-SR 100MG TAB,100MG,Tablets,TRIAFA PHARMACEUTICAL,120,In Stock,
937,012081,NCOPENEM 1GM INJ,1GM,Injections,TRIAFA PHARMACEUTICAL,430,In Stock,
938,012080,NCOPENEM 500MG INJ,500MG,Injections,TRIAFA PHARMACEUTICAL,340,In Stock,
939,012031,NITRAM TAB,30S,Tablets,TRIAFA PHARMACEUTICAL,220,In Stock,
940,012087,ONDEW 50ML SYP,50ML,Syrups,TRIAFA PHARMACEUTICAL,190,In Stock,
941,012006,OVAFIT TAB,30`S,Tablets,TRIAFA PHARMACEUTICAL,90,In Stock,
942,012017,PANTHOL CREAM,50GM,Topicals / Creams & Gels,TRIAFA PHARMACEUTICAL,150,In Stock,
943,012071,PERABACT 1GM INJ,1GM,Injections,TRIAFA PHARMACEUTICAL,360,In Stock,
944,012072,PERABACT 2GM INJ,2GM,Injections,TRIAFA PHARMACEUTICAL,540,In Stock,
945,012004,PIPNAG INJ,1S,Injections,TRIAFA PHARMACEUTICAL,510,In Stock,
946,012013,PYZED 20MG TAB,20`S,Tablets,TRIAFA PHARMACEUTICAL,330,In Stock,
947,012076,S-ISO 10MG TAB,30`S,Tablets,TRIAFA PHARMACEUTICAL,120,In Stock,
948,012074,SERAF-D INJ,1ML,Injections,TRIAFA PHARMACEUTICAL,740,In Stock,
949,012027,SEVEN-D CAP,1S,Capsules,TRIAFA PHARMACEUTICAL,270,In Stock,
950,012025,SULIPTIN 50/1000MG TAB,14S,Tablets,TRIAFA PHARMACEUTICAL,300,In Stock,
951,012024,SULIPTIN 50/500MG TAB,14S,Tablets,TRIAFA PHARMACEUTICAL,220,In Stock,
952,012095,SUPRA ZINC 120ML SYP,120ML,Syrups,TRIAFA PHARMACEUTICAL,420,In Stock,
953,012109,SUPRA ZINC 60ML SYP,60ML,Syrups,TRIAFA PHARMACEUTICAL,440,In Stock,
954,012094,SYNMETH 80/80MG TAB,30S,Tablets,TRIAFA PHARMACEUTICAL,360,In Stock,
955,012108,SYNZEK 20MG CAP,14S,Capsules,TRIAFA PHARMACEUTICAL,360,In Stock,
956,012062,SYNZTH 250MG TAB,10S,Tablets,TRIAFA PHARMACEUTICAL,100,In Stock,
957,012070,SYNZTH 500MG TAB,6S,Tablets,TRIAFA PHARMACEUTICAL,430,In Stock,
958,012036,T-DEW SYP,120ML,Syrups,TRIAFA PHARMACEUTICAL,120,In Stock,
959,012037,T-DEW TAB,10`S,Tablets,TRIAFA PHARMACEUTICAL,320,In Stock,
960,012092,TICOLIC DROPS,20ML,Drops,TRIAFA PHARMACEUTICAL,310,In Stock,
961,012035,TRI-Q10 TAB,30S,Tablets,TRIAFA PHARMACEUTICAL,250,In Stock,
962,012059,TRIATON 120ML SYP,120ML,Syrups,TRIAFA PHARMACEUTICAL,480,In Stock,
963,012064,TRIBERRY SACHET,10`S,Sachets & Powders,TRIAFA PHARMACEUTICAL,220,In Stock,
964,012032,TRICAL TAB,30`S,Tablets,TRIAFA PHARMACEUTICAL,60,In Stock,
965,012061,TRICAL-D TAB,10`S,Tablets,TRIAFA PHARMACEUTICAL,100,In Stock,
966,012008,TRICID 120ML SYP,120ML,Syrups,TRIAFA PHARMACEUTICAL,240,In Stock,
967,012090,TRIFIL SACHETS,10S,Sachets & Powders,TRIAFA PHARMACEUTICAL,70,In Stock,
968,012069,TRIFUM 120ML SYP,120ML,Syrups,TRIAFA PHARMACEUTICAL,580,In Stock,
969,012003,TRIMUM TAB,20S,Tablets,TRIAFA PHARMACEUTICAL,220,In Stock,
970,012050,TRISPAN 30ML SUSP,30ML,Suspensions,TRIAFA PHARMACEUTICAL,460,In Stock,
971,012041,TRISPAN 400MG CAP,5`S,Capsules,TRIAFA PHARMACEUTICAL,100,In Stock,
972,012051,TRISPAN DS SUSP,200MG,Suspensions,TRIAFA PHARMACEUTICAL,210,In Stock,
973,012106,WINTERM 40/240MG TAB,8S,Tablets,TRIAFA PHARMACEUTICAL,350,In Stock,
974,012107,WINTERM 80/480MG TAB,6S,Tablets,TRIAFA PHARMACEUTICAL,380,In Stock,
975,012030,Y CID 120ML SYP,120ML,Syrups,TRIAFA PHARMACEUTICAL,510,In Stock,
976,012085,ZARANJ 10MG TAB,,Tablets,TRIAFA PHARMACEUTICAL,330,In Stock,
977,012084,ZARANJ 5MG TAB,,Tablets,TRIAFA PHARMACEUTICAL,220,In Stock,
978,012063,ZOLSYN 400MG TAB,12S,Tablets,TRIAFA PHARMACEUTICAL,160,In Stock,
979,012065,ZOLSYN 600MG TAB,12S,Tablets,TRIAFA PHARMACEUTICAL,420,In Stock,
980,013010,BETZONE 2GM INJ,1VAIL,Injections,TARGET PHARMA,700,In Stock,
981,013037,CEXIME 400MG (CLOSE),6S,Other / General,TARGET PHARMA,390,In Stock,
982,013034,CIPROFRED 250MG TAB,10`S,Tablets,TARGET PHARMA,100,In Stock,
983,013035,CIPROFRED 500MG TAB,10`S,Tablets,TARGET PHARMA,350,In Stock,
984,013006,D-SAVE INJ,1AMP,Injections,TARGET PHARMA,590,In Stock,
985,013021,DESYRE 20MG CAP (GLAYMORE),14S,Capsules,TARGET PHARMA,340,In Stock,
986,013025,DESYRE 40MG CAP (GLAYMORE),14S,Capsules,TARGET PHARMA,290,In Stock,
987,013001,FABIFER SYP,120ML,Syrups,TARGET PHARMA,300,In Stock,
988,013002,FABIFER TAB,20S,Tablets,TARGET PHARMA,110,In Stock,
989,013003,FABIVIT M SYP,120ML,Syrups,TARGET PHARMA,200,In Stock,
990,013004,FABIVIT M TAB,20S,Tablets,TARGET PHARMA,260,In Stock,
